epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
112,361.34,0.72476,0.58632,1.20767,0.96466,0.95709,0.98543,0.85349,0.613,0.45406,1.06048,0.00045055,0.00045055,0.00045055
113,364.517,0.66418,0.52874,1.17926,0.94582,0.95839,0.98505,0.85553,0.59554,0.45469,1.06637,0.0004456,0.0004456,0.0004456
114,367.705,0.67853,0.52368,1.16831,0.9794,0.94348,0.9859,0.85087,0.5788,0.42214,1.04634,0.00044065,0.00044065,0.00044065
115,370.696,0.68882,0.5688,1.18138,0.9311,0.9799,0.9832,0.83807,0.60476,0.41003,1.06946,0.0004357,0.0004357,0.0004357
116,373.883,0.66262,0.51964,1.1477,0.96857,0.94589,0.98553,0.8368,0.60569,0.41815,1.07009,0.00043075,0.00043075,0.00043075
117,376.907,0.71696,0.56797,1.1978,0.96623,0.97913,0.99266,0.82377,0.62458,0.38764,1.09222,0.0004258,0.0004258,0.0004258
118,380.169,0.66009,0.53677,1.15851,0.97493,0.95449,0.99231,0.85635,0.602,0.3944,1.07994,0.00042085,0.00042085,0.00042085
119,383.409,0.664,0.53982,1.18034,0.96285,0.94655,0.98338,0.84667,0.60461,0.41572,1.08045,0.0004159,0.0004159,0.0004159
120,386.617,0.64042,0.52102,1.15245,0.95904,0.96348,0.98729,0.84241,0.59755,0.39942,1.07131,0.00041095,0.00041095,0.00041095
121,389.591,0.64717,0.50847,1.15358,0.96795,0.97147,0.98858,0.85627,0.58383,0.39371,1.04731,0.000406,0.000406,0.000406
122,392.721,0.6862,0.51497,1.20482,0.96625,0.9656,0.99329,0.8531,0.61924,0.4032,1.07418,0.00040105,0.00040105,0.00040105
123,395.781,0.62814,0.48762,1.11193,0.94382,0.9689,0.99244,0.88006,0.57978,0.3877,1.04627,0.0003961,0.0003961,0.0003961
124,398.745,0.66335,0.51348,1.16582,0.97874,0.9619,0.99165,0.8492,0.62178,0.38093,1.06879,0.00039115,0.00039115,0.00039115
125,401.834,0.64351,0.52667,1.139,0.97634,0.98156,0.99096,0.8457,0.61205,0.37853,1.07062,0.0003862,0.0003862,0.0003862
126,404.837,0.62095,0.5222,1.14409,0.97378,0.97552,0.99214,0.85883,0.56711,0.38374,1.03318,0.00038125,0.00038125,0.00038125
127,407.823,0.64339,0.52357,1.15438,0.98397,0.96933,0.99242,0.86621,0.56614,0.38139,1.03435,0.0003763,0.0003763,0.0003763
128,411.069,0.63946,0.52258,1.15287,0.98365,0.96228,0.99082,0.87907,0.58958,0.42071,1.0523,0.00037135,0.00037135,0.00037135
129,414.138,0.64041,0.48905,1.14291,0.95183,0.96733,0.99098,0.86365,0.59604,0.43988,1.07209,0.0003664,0.0003664,0.0003664
130,417.075,0.65243,0.50927,1.16533,0.96522,0.94065,0.99405,0.87452,0.57488,0.39269,1.04687,0.00036145,0.00036145,0.00036145
131,420.286,0.62788,0.49915,1.13703,0.97322,0.97644,0.99405,0.86687,0.56886,0.35349,1.0425,0.0003565,0.0003565,0.0003565
132,423.61,0.62243,0.51954,1.13811,0.97587,0.97032,0.99285,0.85741,0.57562,0.36178,1.07063,0.00035155,0.00035155,0.00035155
133,426.619,0.5946,0.46686,1.12853,0.98708,0.96959,0.99383,0.85968,0.56827,0.35416,1.05102,0.0003466,0.0003466,0.0003466
134,429.74,0.62569,0.51927,1.15467,0.97961,0.98422,0.995,0.87048,0.56131,0.34243,1.02703,0.00034165,0.00034165,0.00034165
135,432.881,0.63092,0.50666,1.12921,0.96761,0.96706,0.99326,0.86599,0.5689,0.37998,1.03771,0.0003367,0.0003367,0.0003367
136,435.871,0.62788,0.51692,1.14277,0.95852,0.95825,0.99326,0.86247,0.58972,0.37537,1.06467,0.00033175,0.00033175,0.00033175
137,439.137,0.6314,0.49709,1.13385,0.94156,0.97127,0.99326,0.8708,0.59364,0.37721,1.07629,0.0003268,0.0003268,0.0003268
138,442.288,0.59531,0.46316,1.11013,0.9522,0.97191,0.99276,0.85063,0.60137,0.38982,1.09746,0.00032185,0.00032185,0.00032185
